match_id,date,competition,club,opponent,player_id,player,role,position,minutes,started,result,goals,assists,xg,xa,shots,passes,completed_passes,progressive_passes,final_third_entries,pressures,recoveries,interceptions,tackles,carries,progressive_carries,risk_passes,reward_passes
3895074,2023-09-15,Bundesliga,Bayer Leverkusen,Bayern Munich,30606,Edmond Fayçal Tapsoba,DEF,Left Center Back,89.32,1,D,0,0.0,0,0,0,64.0,61.0,4.0,2.0,10.0,2.0,1.0,3.0,59.0,2.0,2.0,4.0
3895074,2023-09-15,Bundesliga,Bayer Leverkusen,Bayern Munich,32289,Victor Okoh Boniface,FWD,Center Forward,98.4,1,D,0.0,0.0,0.9694,0.3601,8.0,15.0,9.0,1.0,2.0,11.0,2.0,0,0,25.0,3.0,2.0,2.0
3895074,2023-09-15,Bundesliga,Bayer Leverkusen,Bayern Munich,32712,Jeremie Frimpong,DEF,Right Wing Back,81.1,1,D,0,0.0,0,0,0,34.0,21.0,2.0,2.0,12.0,4.0,0,1.0,23.0,1.0,2.0,2.0
3895074,2023-09-15,Bundesliga,Bayer Leverkusen,Bayern Munich,33401,Amine Adli,MID,Right Midfield,17.3,0,D,0,0.0,0,0.1174,0,8.0,6.0,1.0,1.0,0,1.0,0,0,5.0,0.0,1.0,1.0
3895074,2023-09-15,Bundesliga,Bayer Leverkusen,Bayern Munich,38004,Piero Martín Hincapié Reyna,DEF,Left Wing Back,3.55,0,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3895074,2023-09-15,Bundesliga,Bayer Leverkusen,Bayern Munich,40724,Florian Wirtz,FWD,Left Wing,95.08,1,D,0.0,0.0,0.3601,0.2483,1.0,65.0,54.0,7.0,5.0,32.0,11.0,0,1.0,71.0,7.0,7.0,9.0
3895086,2023-09-24,Bundesliga,Bayer Leverkusen,FC Heidenheim,3500,Granit Xhaka,MID,Left Defensive Midfield,96.0,1,W,0,0.0,0,0.3773,0,125.0,118.0,12.0,12.0,7.0,4.0,0,0,89.0,7.0,7.0,14.0
3895086,2023-09-24,Bundesliga,Bayer Leverkusen,FC Heidenheim,8221,Jonathan Tah,DEF,Center Back,96.0,1,W,0,0.0,0,0,0,77.0,74.0,10.0,5.0,9.0,2.0,1.0,1.0,61.0,3.0,3.0,10.0
3895086,2023-09-24,Bundesliga,Bayer Leverkusen,FC Heidenheim,8667,Lukáš Hrádecký,GK,Goalkeeper,96.0,1,W,0,0.0,0,0,0,27.0,27.0,0.0,0.0,0,2.0,0,0,17.0,0.0,0.0,0.0
3895086,2023-09-24,Bundesliga,Bayer Leverkusen,FC Heidenheim,8804,Jonas Hofmann,MID,Right Attacking Midfield,96.0,1,W,1.0,0.0,0.6013,0.1659,4.0,72.0,60.0,6.0,3.0,16.0,2.0,0,0,36.0,1.0,4.0,7.0
3895086,2023-09-24,Bundesliga,Bayer Leverkusen,FC Heidenheim,9195,Robert Andrich,MID,Right Defensive Midfield,25.7,0,W,0,0.0,0,0,0,16.0,14.0,0.0,1.0,4.0,1.0,0,0,13.0,0.0,1.0,0.0
3895086,2023-09-24,Bundesliga,Bayer Leverkusen,FC Heidenheim,10336,Alejandro Grimaldo García,DEF,Left Wing Back,83.88,1,W,0.0,1.0,0.1077,0.1806,1.0,68.0,59.0,8.0,8.0,9.0,5.0,0,2.0,48.0,5.0,4.0,9.0
3895086,2023-09-24,Bundesliga,Bayer Leverkusen,FC Heidenheim,27133,Odilon Kossonou,DEF,Right Center Back,96.0,1,W,0.0,0.0,0.0311,0.2523,1.0,87.0,82.0,14.0,10.0,8.0,11.0,1.0,2.0,78.0,8.0,7.0,16.0
3895086,2023-09-24,Bundesliga,Bayer Leverkusen,FC Heidenheim,28239,Adam Hložek,FWD,Center Forward,12.0,0,W,0,0.0,0,0,0,3.0,1.0,0.0,0.0,2.0,0,0,1.0,3.0,0.0,2.0,0.0
3895086,2023-09-24,Bundesliga,Bayer Leverkusen,FC Heidenheim,28268,Exequiel Alejandro Palacios,MID,Right Defensive Midfield,70.3,1,W,0,2.0,0,0.8967,0,108.0,101.0,11.0,11.0,10.0,6.0,2.0,3.0,83.0,1.0,5.0,12.0
3895086,2023-09-24,Bundesliga,Bayer Leverkusen,FC Heidenheim,30606,Edmond Fayçal Tapsoba,DEF,Left Center Back,96.0,1,W,0,0.0,0,0,0,111.0,106.0,16.0,9.0,8.0,5.0,0,3.0,97.0,7.0,3.0,16.0
3895086,2023-09-24,Bundesliga,Bayer Leverkusen,FC Heidenheim,32289,Victor Okoh Boniface,FWD,Center Forward,84.0,1,W,2.0,0.0,2.4533,0,9.0,28.0,19.0,0.0,0.0,3.0,5.0,0,1.0,39.0,3.0,1.0,0.0
3895086,2023-09-24,Bundesliga,Bayer Leverkusen,FC Heidenheim,32712,Jeremie Frimpong,DEF,Right Wing Back,78.28,1,W,0.0,0.0,0.1764,0.0263,2.0,53.0,43.0,3.0,1.0,9.0,8.0,0,0,46.0,7.0,1.0,4.0
